date,mandi,crop,price,arrival_volume_tonnes
2023-05-03,Azadpur,Wheat,1913.09,89.5
2023-05-04,Azadpur,Wheat,1866.16,143.2
2023-05-05,Azadpur,Wheat,1870.49,457.1
2023-05-06,Azadpur,Wheat,1858.3,182.2
2023-05-07,Azadpur,Wheat,1903.32,413.2
2023-05-08,Azadpur,Wheat,1874.34,64.7
2023-05-09,Azadpur,Wheat,1938.17,439.1
2023-05-10,Azadpur,Wheat,1899.3,365.2
2023-05-11,Azadpur,Wheat,1888.52,72.5
2023-05-12,Azadpur,Wheat,1900.39,476.6
2023-05-13,Azadpur,Wheat,1897.51,201.2
2023-05-14,Azadpur,Wheat,1862.72,303.2
2023-05-15,Azadpur,Wheat,1826.69,256.9
2023-05-16,Azadpur,Wheat,1916.14,163.2
2023-05-17,Azadpur,Wheat,1896.91,212.7
2023-05-18,Azadpur,Wheat,1848.79,201.3
2023-05-19,Azadpur,Wheat,1815.38,285.1
2023-05-20,Azadpur,Wheat,1969.52,126.6
2023-05-21,Azadpur,Wheat,1931.54,445.3
2023-05-22,Azadpur,Wheat,1810.67,417.6
2023-05-23,Azadpur,Wheat,1889.33,105.5
2023-05-24,Azadpur,Wheat,1860.15,293.3
2023-05-25,Azadpur,Wheat,1934.8,481.5
2023-05-26,Azadpur,Wheat,1961.13,245.2
2023-05-27,Azadpur,Wheat,1880.32,218.5
2023-05-28,Azadpur,Wheat,1893.38,200.5
2023-05-29,Azadpur,Wheat,1815.8,276.9
2023-05-30,Azadpur,Wheat,1937.77,76.4
2023-05-31,Azadpur,Wheat,1944.48,56.5
2023-06-01,Azadpur,Wheat,2186.59,413.5
2023-06-02,Azadpur,Wheat,2136.11,281.8
2023-06-03,Azadpur,Wheat,2242.29,237.6
2023-06-04,Azadpur,Wheat,2185.7,206.8
2023-06-05,Azadpur,Wheat,2251.74,283.0
2023-06-06,Azadpur,Wheat,2278.3,466.9
2023-06-07,Azadpur,Wheat,2258.82,391.8
2023-06-08,Azadpur,Wheat,2226.28,316.8
2023-06-09,Azadpur,Wheat,2298.27,367.6
2023-06-10,Azadpur,Wheat,2254.32,236.1
2023-06-11,Azadpur,Wheat,2221.27,414.8
2023-06-12,Azadpur,Wheat,2261.09,108.2
2023-06-13,Azadpur,Wheat,2165.58,323.5
2023-06-14,Azadpur,Wheat,2282.5,103.2
2023-06-15,Azadpur,Wheat,2249.41,261.3
2023-06-16,Azadpur,Wheat,2244.28,144.5
2023-06-17,Azadpur,Wheat,2234.42,117.2
2023-06-18,Azadpur,Wheat,2231.44,335.0
2023-06-19,Azadpur,Wheat,2204.81,478.9
2023-06-20,Azadpur,Wheat,2255.07,411.9
2023-06-21,Azadpur,Wheat,2252.27,351.9
2023-06-22,Azadpur,Wheat,2215.57,145.3
2023-06-23,Azadpur,Wheat,2305.61,202.7
2023-06-24,Azadpur,Wheat,2196.8,189.2
2023-06-25,Azadpur,Wheat,2253.01,205.4
2023-06-26,Azadpur,Wheat,2224.41,205.8
2023-06-27,Azadpur,Wheat,2230.93,66.0
2023-06-28,Azadpur,Wheat,2282.34,346.8
2023-06-29,Azadpur,Wheat,2150.86,307.9
2023-06-30,Azadpur,Wheat,2303.18,274.7
2023-07-01,Azadpur,Wheat,2319.23,239.5
2023-07-02,Azadpur,Wheat,2210.45,418.6
2023-07-03,Azadpur,Wheat,2225.53,264.0
2023-07-04,Azadpur,Wheat,2234.55,339.8
2023-07-05,Azadpur,Wheat,2239.68,378.7
2023-07-06,Azadpur,Wheat,2222.09,456.6
2023-07-07,Azadpur,Wheat,2182.08,486.9
2023-07-08,Azadpur,Wheat,2185.92,70.9
2023-07-09,Azadpur,Wheat,2195.24,407.2
2023-07-10,Azadpur,Wheat,2176.13,332.4
2023-07-11,Azadpur,Wheat,2237.93,165.0
2023-07-12,Azadpur,Wheat,2275.37,498.8
2023-07-13,Azadpur,Wheat,2195.57,225.3
2023-07-14,Azadpur,Wheat,2294.69,291.6
2023-07-15,Azadpur,Wheat,2256.95,328.2
2023-07-16,Azadpur,Wheat,2345.71,74.1
2023-07-17,Azadpur,Wheat,2229.66,195.2
2023-07-18,Azadpur,Wheat,2283.95,411.7
2023-07-19,Azadpur,Wheat,2202.49,366.4
2023-07-20,Azadpur,Wheat,2292.56,55.6
2023-07-21,Azadpur,Wheat,2225.04,321.1
2023-07-22,Azadpur,Wheat,2248.03,146.8
2023-07-23,Azadpur,Wheat,2210.91,141.0
2023-07-24,Azadpur,Wheat,2145.06,405.5
2023-07-25,Azadpur,Wheat,2261.03,467.9
2023-07-26,Azadpur,Wheat,2282.45,460.0
2023-07-27,Azadpur,Wheat,2229.25,430.9
2023-07-28,Azadpur,Wheat,2273.8,397.7
2023-07-29,Azadpur,Wheat,2289.55,264.6
2023-07-30,Azadpur,Wheat,2201.94,166.2
2023-07-31,Azadpur,Wheat,2290.57,141.0
2023-08-01,Azadpur,Wheat,2215.43,80.1
2023-08-02,Azadpur,Wheat,2233.95,465.5
2023-08-03,Azadpur,Wheat,2217.44,269.6
2023-08-04,Azadpur,Wheat,2192.8,120.2
2023-08-05,Azadpur,Wheat,2309.64,446.4
2023-08-06,Azadpur,Wheat,2288.59,181.3
2023-08-07,Azadpur,Wheat,2302.41,343.7
2023-08-08,Azadpur,Wheat,2309.55,461.4
2023-08-09,Azadpur,Wheat,2232.31,217.2
2023-08-10,Azadpur,Wheat,2339.58,265.6
2023-08-11,Azadpur,Wheat,2232.5,72.5
2023-08-12,Azadpur,Wheat,2173.85,457.0
2023-08-13,Azadpur,Wheat,2336.18,102.7
2023-08-14,Azadpur,Wheat,2263.31,110.7
2023-08-15,Azadpur,Wheat,2200.12,363.3
2023-08-16,Azadpur,Wheat,2260.74,203.2
2023-08-17,Azadpur,Wheat,2289.06,357.0
2023-08-18,Azadpur,Wheat,2232.65,259.5
2023-08-19,Azadpur,Wheat,2127.53,420.2
2023-08-20,Azadpur,Wheat,2211.82,196.9
2023-08-21,Azadpur,Wheat,2321.41,285.7
2023-08-22,Azadpur,Wheat,2194.59,483.9
2023-08-23,Azadpur,Wheat,2235.29,178.5
2023-08-24,Azadpur,Wheat,2272.27,88.1
2023-08-25,Azadpur,Wheat,2362.75,133.1
2023-08-26,Azadpur,Wheat,2180.48,111.2
2023-08-27,Azadpur,Wheat,2299.66,226.1
2023-08-28,Azadpur,Wheat,2299.62,227.9
2023-08-29,Azadpur,Wheat,2306.77,250.9
2023-08-30,Azadpur,Wheat,2193.15,50.4
2023-08-31,Azadpur,Wheat,2256.87,472.1
2023-09-01,Azadpur,Wheat,2285.29,451.4
2023-09-02,Azadpur,Wheat,2273.56,367.4
2023-09-03,Azadpur,Wheat,2285.42,253.4
2023-09-04,Azadpur,Wheat,2229.05,263.3
2023-09-05,Azadpur,Wheat,2255.99,441.7
2023-09-06,Azadpur,Wheat,2363.11,366.3
2023-09-07,Azadpur,Wheat,2273.36,429.3
2023-09-08,Azadpur,Wheat,2206.27,66.6
2023-09-09,Azadpur,Wheat,2214.44,378.8
2023-09-10,Azadpur,Wheat,2236.58,231.0
2023-09-11,Azadpur,Wheat,2163.44,296.8
2023-09-12,Azadpur,Wheat,2079.97,399.0
2023-09-13,Azadpur,Wheat,2267.46,439.6
2023-09-14,Azadpur,Wheat,2338.4,457.2
2023-09-15,Azadpur,Wheat,2290.95,407.8
2023-09-16,Azadpur,Wheat,2238.52,464.2
2023-09-17,Azadpur,Wheat,2301.57,337.7
2023-09-18,Azadpur,Wheat,2248.09,275.4
2023-09-19,Azadpur,Wheat,2153.28,61.1
2023-09-20,Azadpur,Wheat,2240.37,420.0
2023-09-21,Azadpur,Wheat,2329.57,229.9
2023-09-22,Azadpur,Wheat,2287.54,307.8
2023-09-23,Azadpur,Wheat,2236.41,412.0
2023-09-24,Azadpur,Wheat,2234.0,444.6
2023-09-25,Azadpur,Wheat,2260.69,63.7
2023-09-26,Azadpur,Wheat,2199.55,416.4
2023-09-27,Azadpur,Wheat,2296.72,291.8
2023-09-28,Azadpur,Wheat,2316.4,344.3
2023-09-29,Azadpur,Wheat,2202.25,141.0
2023-09-30,Azadpur,Wheat,2243.17,346.9
2023-10-01,Azadpur,Wheat,2280.16,141.7
2023-10-02,Azadpur,Wheat,2157.01,109.2
2023-10-03,Azadpur,Wheat,2221.04,409.4
2023-10-04,Azadpur,Wheat,2285.62,323.4
2023-10-05,Azadpur,Wheat,2266.34,299.4
2023-10-06,Azadpur,Wheat,2227.98,497.8
2023-10-07,Azadpur,Wheat,2375.94,267.7
2023-10-08,Azadpur,Wheat,2253.6,373.2
2023-10-09,Azadpur,Wheat,2388.49,470.3
2023-10-10,Azadpur,Wheat,2180.22,120.7
2023-10-11,Azadpur,Wheat,2287.16,83.0
2023-10-12,Azadpur,Wheat,2280.52,208.3
2023-10-13,Azadpur,Wheat,2336.35,207.8
2023-10-14,Azadpur,Wheat,2250.37,56.7
2023-10-15,Azadpur,Wheat,2251.79,322.9
2023-10-16,Azadpur,Wheat,2298.43,113.9
2023-10-17,Azadpur,Wheat,2144.85,265.6
2023-10-18,Azadpur,Wheat,2269.81,126.9
2023-10-19,Azadpur,Wheat,2173.86,204.9
2023-10-20,Azadpur,Wheat,2295.88,317.3
2023-10-21,Azadpur,Wheat,2210.26,333.9
2023-10-22,Azadpur,Wheat,2303.45,309.4
2023-10-23,Azadpur,Wheat,2274.93,465.3
2023-10-24,Azadpur,Wheat,2280.09,54.9
2023-10-25,Azadpur,Wheat,2292.63,107.1
2023-10-26,Azadpur,Wheat,2311.55,158.3
2023-10-27,Azadpur,Wheat,2285.62,431.9
2023-10-28,Azadpur,Wheat,2262.68,256.8
2023-10-29,Azadpur,Wheat,2241.5,177.8
2023-10-30,Azadpur,Wheat,2318.64,465.4
2023-10-31,Azadpur,Wheat,2239.32,297.0
2023-11-01,Azadpur,Wheat,2352.92,67.5
2023-11-02,Azadpur,Wheat,2228.69,408.0
2023-11-03,Azadpur,Wheat,2243.52,272.2
2023-11-04,Azadpur,Wheat,2212.96,233.5
2023-11-05,Azadpur,Wheat,2266.43,498.0
2023-11-06,Azadpur,Wheat,2279.55,452.6
2023-11-07,Azadpur,Wheat,2208.65,451.6
2023-11-08,Azadpur,Wheat,2352.6,247.8
2023-11-09,Azadpur,Wheat,2354.26,352.7
2023-11-10,Azadpur,Wheat,2255.96,486.0
2023-11-11,Azadpur,Wheat,2244.93,405.7
2023-11-12,Azadpur,Wheat,2347.21,105.7
2023-11-13,Azadpur,Wheat,2165.38,342.9
2023-11-14,Azadpur,Wheat,2324.01,393.0
2023-11-15,Azadpur,Wheat,2331.87,457.0
2023-11-16,Azadpur,Wheat,2225.49,290.3
2023-11-17,Azadpur,Wheat,2348.18,443.0
2023-11-18,Azadpur,Wheat,2168.6,497.0
2023-11-19,Azadpur,Wheat,2320.07,256.0
2023-11-20,Azadpur,Wheat,2200.14,490.0
2023-11-21,Azadpur,Wheat,2259.64,486.1
2023-11-22,Azadpur,Wheat,2326.47,497.0
2023-11-23,Azadpur,Wheat,2221.32,131.0
2023-11-24,Azadpur,Wheat,2190.26,111.2
2023-11-25,Azadpur,Wheat,2263.27,397.4
2023-11-26,Azadpur,Wheat,2238.85,468.0
2023-11-27,Azadpur,Wheat,2261.2,91.8
2023-11-28,Azadpur,Wheat,2257.83,266.3
2023-11-29,Azadpur,Wheat,2277.03,304.8
2023-11-30,Azadpur,Wheat,2182.1,210.5
2023-12-01,Azadpur,Wheat,2577.3,448.7
2023-12-02,Azadpur,Wheat,2548.55,335.7
2023-12-03,Azadpur,Wheat,2662.68,302.0
2023-12-04,Azadpur,Wheat,2563.88,396.5
2023-12-05,Azadpur,Wheat,2612.75,93.8
2023-12-06,Azadpur,Wheat,2625.38,169.9
2023-12-07,Azadpur,Wheat,2578.13,207.3
2023-12-08,Azadpur,Wheat,2539.4,133.8
2023-12-09,Azadpur,Wheat,2604.99,315.8
2023-12-10,Azadpur,Wheat,2570.98,327.3
2023-12-11,Azadpur,Wheat,2651.35,369.3
2023-12-12,Azadpur,Wheat,2637.92,238.3
2023-12-13,Azadpur,Wheat,2635.27,403.3
2023-12-14,Azadpur,Wheat,2655.51,244.0
2023-12-15,Azadpur,Wheat,2597.22,381.1
2023-12-16,Azadpur,Wheat,2506.17,483.1
2023-12-17,Azadpur,Wheat,2640.41,456.6
2023-12-18,Azadpur,Wheat,2582.18,134.9
2023-12-19,Azadpur,Wheat,2692.59,294.1
2023-12-20,Azadpur,Wheat,2634.49,102.7
2023-12-21,Azadpur,Wheat,2583.1,361.5
2023-12-22,Azadpur,Wheat,2579.29,254.8
2023-12-23,Azadpur,Wheat,2601.67,109.3
2023-12-24,Azadpur,Wheat,2671.99,343.2
2023-12-25,Azadpur,Wheat,2628.91,80.8
2023-12-26,Azadpur,Wheat,2662.66,266.1
2023-12-27,Azadpur,Wheat,2673.55,152.6
2023-12-28,Azadpur,Wheat,2609.99,225.1
2023-12-29,Azadpur,Wheat,2647.72,481.9
2023-12-30,Azadpur,Wheat,2545.48,206.7
2023-12-31,Azadpur,Wheat,2681.69,79.5
2024-01-01,Azadpur,Wheat,2735.64,206.1
2024-01-02,Azadpur,Wheat,2601.81,261.5
2024-01-03,Azadpur,Wheat,2637.3,473.7
2024-01-04,Azadpur,Wheat,2585.7,193.5
2024-01-05,Azadpur,Wheat,2634.6,129.0
2024-01-06,Azadpur,Wheat,2564.59,276.1
2024-01-07,Azadpur,Wheat,2590.8,183.8
2024-01-08,Azadpur,Wheat,2635.07,270.6
2024-01-09,Azadpur,Wheat,2592.97,174.9
2024-01-10,Azadpur,Wheat,2572.86,238.9
2024-01-11,Azadpur,Wheat,2556.56,353.9
2024-01-12,Azadpur,Wheat,2598.51,396.1
2024-01-13,Azadpur,Wheat,2567.86,215.4
2024-01-14,Azadpur,Wheat,2628.34,362.5
2024-01-15,Azadpur,Wheat,2503.19,444.7
2024-01-16,Azadpur,Wheat,2640.54,234.3
2024-01-17,Azadpur,Wheat,2615.1,455.1
2024-01-18,Azadpur,Wheat,2628.74,134.0
2024-01-19,Azadpur,Wheat,2563.12,447.0
2024-01-20,Azadpur,Wheat,2616.81,337.4
2024-01-21,Azadpur,Wheat,2650.8,471.7
2024-01-22,Azadpur,Wheat,2633.96,307.8
2024-01-23,Azadpur,Wheat,2637.68,390.0
2024-01-24,Azadpur,Wheat,2669.34,490.6
2024-01-25,Azadpur,Wheat,2620.06,219.9
2024-01-26,Azadpur,Wheat,2593.75,489.1
2024-01-27,Azadpur,Wheat,2654.03,475.4
2024-01-28,Azadpur,Wheat,2574.05,95.0
2024-01-29,Azadpur,Wheat,2598.7,119.0
2024-01-30,Azadpur,Wheat,2663.81,117.8
2024-01-31,Azadpur,Wheat,2586.53,54.4
2024-02-01,Azadpur,Wheat,2657.76,303.0
2024-02-02,Azadpur,Wheat,2539.27,290.6
2024-02-03,Azadpur,Wheat,2589.7,422.6
2024-02-04,Azadpur,Wheat,2623.76,298.8
2024-02-05,Azadpur,Wheat,2569.53,223.8
2024-02-06,Azadpur,Wheat,2623.82,491.7
2024-02-07,Azadpur,Wheat,2632.59,295.4
2024-02-08,Azadpur,Wheat,2703.14,142.6
2024-02-09,Azadpur,Wheat,2654.95,308.7
2024-02-10,Azadpur,Wheat,2613.65,471.3
2024-02-11,Azadpur,Wheat,2518.73,62.7
2024-02-12,Azadpur,Wheat,2568.79,451.4
2024-02-13,Azadpur,Wheat,2577.41,361.0
2024-02-14,Azadpur,Wheat,2743.35,61.4
2024-02-15,Azadpur,Wheat,2655.0,406.0
2024-02-16,Azadpur,Wheat,2592.12,209.6
2024-02-17,Azadpur,Wheat,2587.67,290.0
2024-02-18,Azadpur,Wheat,2604.29,130.6
2024-02-19,Azadpur,Wheat,2566.53,381.2
2024-02-20,Azadpur,Wheat,2661.57,323.1
2024-02-21,Azadpur,Wheat,2576.79,237.6
2024-02-22,Azadpur,Wheat,2738.55,59.0
2024-02-23,Azadpur,Wheat,2586.63,324.1
2024-02-24,Azadpur,Wheat,2625.12,298.6
2024-02-25,Azadpur,Wheat,2688.66,312.1
2024-02-26,Azadpur,Wheat,2578.02,93.2
2024-02-27,Azadpur,Wheat,2572.92,154.6
2024-02-28,Azadpur,Wheat,2676.35,112.2
2024-02-29,Azadpur,Wheat,2601.23,96.8
2024-03-01,Azadpur,Wheat,2268.64,103.4
2024-03-02,Azadpur,Wheat,2193.15,54.8
2024-03-03,Azadpur,Wheat,2281.78,400.5
2024-03-04,Azadpur,Wheat,2300.08,459.4
2024-03-05,Azadpur,Wheat,2302.46,354.1
2024-03-06,Azadpur,Wheat,2243.0,445.9
2024-03-07,Azadpur,Wheat,2275.96,499.9
2024-03-08,Azadpur,Wheat,2214.28,475.8
2024-03-09,Azadpur,Wheat,2354.56,318.7
2024-03-10,Azadpur,Wheat,2308.87,168.1
2024-03-11,Azadpur,Wheat,2347.43,409.4
2024-03-12,Azadpur,Wheat,2269.52,350.7
2024-03-13,Azadpur,Wheat,2296.44,286.0
2024-03-14,Azadpur,Wheat,2318.93,455.3
2024-03-15,Azadpur,Wheat,2275.06,50.7
2024-03-16,Azadpur,Wheat,2244.58,62.9
2024-03-17,Azadpur,Wheat,2302.66,157.3
2024-03-18,Azadpur,Wheat,2335.53,164.9
2024-03-19,Azadpur,Wheat,2356.01,359.5
2024-03-20,Azadpur,Wheat,2233.86,176.6
2024-03-21,Azadpur,Wheat,2306.32,242.2
2024-03-22,Azadpur,Wheat,2314.09,372.7
2024-03-23,Azadpur,Wheat,2402.4,162.2
2024-03-24,Azadpur,Wheat,2227.04,479.6
2024-03-25,Azadpur,Wheat,2261.9,127.1
2024-03-26,Azadpur,Wheat,2250.32,453.2
2024-03-27,Azadpur,Wheat,2262.87,100.9
2024-03-28,Azadpur,Wheat,2164.03,431.5
2024-03-29,Azadpur,Wheat,2306.88,369.8
2024-03-30,Azadpur,Wheat,2244.62,104.8
2024-03-31,Azadpur,Wheat,2217.31,327.8
2024-04-01,Azadpur,Wheat,1939.18,81.5
2024-04-02,Azadpur,Wheat,1985.7,410.1
2024-04-03,Azadpur,Wheat,2009.9,280.3
2024-04-04,Azadpur,Wheat,1913.55,119.2
2024-04-05,Azadpur,Wheat,2020.36,499.2
2024-04-06,Azadpur,Wheat,2057.37,315.1
2024-04-07,Azadpur,Wheat,1878.15,142.3
2024-04-08,Azadpur,Wheat,1901.4,137.1
2024-04-09,Azadpur,Wheat,1973.21,218.8
2024-04-10,Azadpur,Wheat,1941.05,51.5
2024-04-11,Azadpur,Wheat,2066.67,360.3
2024-04-12,Azadpur,Wheat,1951.91,336.0
2024-04-13,Azadpur,Wheat,2007.38,286.1
2024-04-14,Azadpur,Wheat,1977.63,452.6
2024-04-15,Azadpur,Wheat,1972.43,493.7
2024-04-16,Azadpur,Wheat,1941.84,199.8
2024-04-17,Azadpur,Wheat,1950.21,140.9
2024-04-18,Azadpur,Wheat,2105.37,177.0
2024-04-19,Azadpur,Wheat,1869.85,197.0
2024-04-20,Azadpur,Wheat,2050.89,101.7
2024-04-21,Azadpur,Wheat,1961.73,183.1
2024-04-22,Azadpur,Wheat,1972.21,180.7
2024-04-23,Azadpur,Wheat,1998.65,441.9
2024-04-24,Azadpur,Wheat,1985.37,176.4
2024-04-25,Azadpur,Wheat,1933.26,289.4
2024-04-26,Azadpur,Wheat,1923.64,388.1
2024-04-27,Azadpur,Wheat,1936.85,51.1
2024-04-28,Azadpur,Wheat,1965.41,165.2
2024-04-29,Azadpur,Wheat,1901.73,493.1
2024-04-30,Azadpur,Wheat,1992.82,475.2
2024-05-01,Azadpur,Wheat,1930.39,322.1
2024-05-02,Azadpur,Wheat,1970.31,202.0
2024-05-03,Azadpur,Wheat,1979.96,84.8
2024-05-04,Azadpur,Wheat,1919.53,98.2
2024-05-05,Azadpur,Wheat,2048.52,73.8
2024-05-06,Azadpur,Wheat,2023.84,71.1
2024-05-07,Azadpur,Wheat,2028.49,200.1
2024-05-08,Azadpur,Wheat,2044.13,243.4
2024-05-09,Azadpur,Wheat,2003.63,383.4
2024-05-10,Azadpur,Wheat,1973.56,346.6
2024-05-11,Azadpur,Wheat,1962.33,215.8
2024-05-12,Azadpur,Wheat,1956.61,276.5
2024-05-13,Azadpur,Wheat,1947.71,128.8
2024-05-14,Azadpur,Wheat,1987.82,237.9
2024-05-15,Azadpur,Wheat,1954.03,126.0
2024-05-16,Azadpur,Wheat,2013.77,330.4
2024-05-17,Azadpur,Wheat,1965.94,189.3
2024-05-18,Azadpur,Wheat,1990.1,451.6
2024-05-19,Azadpur,Wheat,1953.38,236.9
2024-05-20,Azadpur,Wheat,1935.29,207.7
2024-05-21,Azadpur,Wheat,1947.08,195.9
2024-05-22,Azadpur,Wheat,1891.21,332.4
2024-05-23,Azadpur,Wheat,1963.24,157.6
2024-05-24,Azadpur,Wheat,2005.53,160.5
2024-05-25,Azadpur,Wheat,1935.19,167.2
2024-05-26,Azadpur,Wheat,1980.53,410.5
2024-05-27,Azadpur,Wheat,2031.11,78.7
2024-05-28,Azadpur,Wheat,1949.26,179.4
2024-05-29,Azadpur,Wheat,1926.08,92.7
2024-05-30,Azadpur,Wheat,2061.52,269.1
