date,mandi,crop,price,arrival_volume_tonnes
2023-05-13,Chennai,Paddy,2332.74,74.4
2023-05-14,Chennai,Paddy,2353.88,35.4
2023-05-15,Chennai,Paddy,2315.82,81.0
2023-05-16,Chennai,Paddy,2296.63,99.1
2023-05-17,Chennai,Paddy,2314.73,56.3
2023-05-18,Chennai,Paddy,2307.24,68.4
2023-05-19,Chennai,Paddy,2338.93,98.4
2023-05-20,Chennai,Paddy,2345.71,88.5
2023-05-21,Chennai,Paddy,2276.92,98.6
2023-05-22,Chennai,Paddy,2348.01,11.1
2023-05-23,Chennai,Paddy,2377.92,79.8
2023-05-24,Chennai,Paddy,2282.42,26.8
2023-05-25,Chennai,Paddy,2388.04,94.0
2023-05-26,Chennai,Paddy,2332.55,82.2
2023-05-27,Chennai,Paddy,2392.23,91.6
2023-05-28,Chennai,Paddy,2275.41,74.0
2023-05-29,Chennai,Paddy,2336.56,50.7
2023-05-30,Chennai,Paddy,2380.41,45.9
2023-05-31,Chennai,Paddy,2420.57,15.1
2023-06-01,Chennai,Paddy,2287.11,92.5
2023-06-02,Chennai,Paddy,2398.0,62.8
2023-06-03,Chennai,Paddy,2388.5,27.1
2023-06-04,Chennai,Paddy,2407.71,97.5
2023-06-05,Chennai,Paddy,2335.15,33.6
2023-06-06,Chennai,Paddy,2258.97,63.8
2023-06-07,Chennai,Paddy,2372.89,36.6
2023-06-08,Chennai,Paddy,2319.93,43.7
2023-06-09,Chennai,Paddy,2323.26,98.5
2023-06-10,Chennai,Paddy,2314.22,76.9
2023-06-11,Chennai,Paddy,2331.42,32.1
2023-06-12,Chennai,Paddy,2365.75,55.3
2023-06-13,Chennai,Paddy,2406.36,12.3
2023-06-14,Chennai,Paddy,2354.75,81.3
2023-06-15,Chennai,Paddy,2405.69,85.8
2023-06-16,Chennai,Paddy,2372.56,45.7
2023-06-17,Chennai,Paddy,2262.91,53.1
2023-06-18,Chennai,Paddy,2359.37,34.9
2023-06-19,Chennai,Paddy,2350.75,59.2
2023-06-20,Chennai,Paddy,2355.39,21.1
2023-06-21,Chennai,Paddy,2396.57,93.2
2023-06-22,Chennai,Paddy,2329.45,67.4
2023-06-23,Chennai,Paddy,2283.17,16.1
2023-06-24,Chennai,Paddy,2324.72,20.3
2023-06-25,Chennai,Paddy,2434.93,35.7
2023-06-26,Chennai,Paddy,2353.83,58.5
2023-06-27,Chennai,Paddy,2351.58,12.8
2023-06-28,Chennai,Paddy,2273.9,72.1
2023-06-29,Chennai,Paddy,2299.7,22.6
2023-06-30,Chennai,Paddy,2337.43,24.9
2023-07-01,Chennai,Paddy,2330.7,12.7
2023-07-02,Chennai,Paddy,2357.59,27.7
2023-07-03,Chennai,Paddy,2367.11,31.1
2023-07-04,Chennai,Paddy,2338.49,74.6
2023-07-05,Chennai,Paddy,2271.83,42.4
2023-07-06,Chennai,Paddy,2351.09,10.9
2023-07-07,Chennai,Paddy,2342.92,71.2
2023-07-08,Chennai,Paddy,2164.19,41.4
2023-07-09,Chennai,Paddy,2331.98,95.0
2023-07-10,Chennai,Paddy,2277.42,71.4
2023-07-11,Chennai,Paddy,2319.93,14.6
2023-07-12,Chennai,Paddy,2274.89,88.1
2023-07-13,Chennai,Paddy,2424.0,76.0
2023-07-14,Chennai,Paddy,2264.24,99.2
2023-07-15,Chennai,Paddy,2374.85,24.5
2023-07-16,Chennai,Paddy,2358.67,11.5
2023-07-17,Chennai,Paddy,2332.18,41.7
2023-07-18,Chennai,Paddy,2343.61,67.3
2023-07-19,Chennai,Paddy,2332.18,48.8
2023-07-20,Chennai,Paddy,2367.04,27.5
2023-07-21,Chennai,Paddy,2353.69,52.2
2023-07-22,Chennai,Paddy,2373.02,53.6
2023-07-23,Chennai,Paddy,2386.86,87.9
2023-07-24,Chennai,Paddy,2281.0,88.9
2023-07-25,Chennai,Paddy,2304.87,71.8
2023-07-26,Chennai,Paddy,2311.04,76.3
2023-07-27,Chennai,Paddy,2357.6,28.6
2023-07-28,Chennai,Paddy,2396.21,23.9
2023-07-29,Chennai,Paddy,2271.63,56.6
2023-07-30,Chennai,Paddy,2239.95,51.6
2023-07-31,Chennai,Paddy,2393.42,79.8
2023-08-01,Chennai,Paddy,2319.7,42.9
2023-08-02,Chennai,Paddy,2329.7,32.4
2023-08-03,Chennai,Paddy,2316.03,17.7
2023-08-04,Chennai,Paddy,2374.44,50.5
2023-08-05,Chennai,Paddy,2413.8,74.9
2023-08-06,Chennai,Paddy,2291.72,92.8
2023-08-07,Chennai,Paddy,2349.81,18.9
2023-08-08,Chennai,Paddy,2431.66,27.8
2023-08-09,Chennai,Paddy,2360.65,47.1
2023-08-10,Chennai,Paddy,2290.26,60.6
2023-08-11,Chennai,Paddy,2300.67,34.2
2023-08-12,Chennai,Paddy,2332.11,55.0
2023-08-13,Chennai,Paddy,2329.24,76.4
2023-08-14,Chennai,Paddy,2370.11,98.3
2023-08-15,Chennai,Paddy,2334.44,98.2
2023-08-16,Chennai,Paddy,2336.46,29.1
2023-08-17,Chennai,Paddy,2408.12,57.7
2023-08-18,Chennai,Paddy,2375.82,35.4
2023-08-19,Chennai,Paddy,2422.94,16.4
2023-08-20,Chennai,Paddy,2281.36,53.1
2023-08-21,Chennai,Paddy,2285.19,36.5
2023-08-22,Chennai,Paddy,2372.16,87.8
2023-08-23,Chennai,Paddy,2337.46,11.8
2023-08-24,Chennai,Paddy,2328.04,25.4
2023-08-25,Chennai,Paddy,2414.91,41.1
2023-08-26,Chennai,Paddy,2338.11,34.2
2023-08-27,Chennai,Paddy,2357.26,94.5
2023-08-28,Chennai,Paddy,2342.56,86.6
2023-08-29,Chennai,Paddy,2402.4,30.7
2023-08-30,Chennai,Paddy,2322.5,42.4
2023-08-31,Chennai,Paddy,2306.02,86.5
2023-09-01,Chennai,Paddy,2392.82,13.6
2023-09-02,Chennai,Paddy,2372.66,86.8
2023-09-03,Chennai,Paddy,2320.81,47.0
2023-09-04,Chennai,Paddy,2291.57,95.3
2023-09-05,Chennai,Paddy,2388.38,54.0
2023-09-06,Chennai,Paddy,2398.7,83.4
2023-09-07,Chennai,Paddy,2386.16,43.0
2023-09-08,Chennai,Paddy,2386.83,88.5
2023-09-09,Chennai,Paddy,2322.1,34.2
2023-09-10,Chennai,Paddy,2384.91,55.6
2023-09-11,Chennai,Paddy,2377.35,19.4
2023-09-12,Chennai,Paddy,2419.45,56.7
2023-09-13,Chennai,Paddy,2360.96,57.9
2023-09-14,Chennai,Paddy,2381.62,60.5
2023-09-15,Chennai,Paddy,2405.88,66.3
2023-09-16,Chennai,Paddy,2433.37,63.7
2023-09-17,Chennai,Paddy,2361.45,30.6
2023-09-18,Chennai,Paddy,2391.18,76.7
2023-09-19,Chennai,Paddy,2415.71,52.4
2023-09-20,Chennai,Paddy,2277.0,85.7
2023-09-21,Chennai,Paddy,2271.32,74.8
2023-09-22,Chennai,Paddy,2415.68,24.0
2023-09-23,Chennai,Paddy,2340.93,35.7
2023-09-24,Chennai,Paddy,2394.42,25.2
2023-09-25,Chennai,Paddy,2396.21,23.6
2023-09-26,Chennai,Paddy,2347.67,37.0
2023-09-27,Chennai,Paddy,2404.2,39.7
2023-09-28,Chennai,Paddy,2301.77,27.3
2023-09-29,Chennai,Paddy,2350.2,43.6
2023-09-30,Chennai,Paddy,2271.51,22.7
2023-10-01,Chennai,Paddy,2408.69,54.6
2023-10-02,Chennai,Paddy,2329.23,28.3
2023-10-03,Chennai,Paddy,2399.23,38.9
2023-10-04,Chennai,Paddy,2399.76,52.8
2023-10-05,Chennai,Paddy,2302.47,96.0
2023-10-06,Chennai,Paddy,2391.2,65.2
2023-10-07,Chennai,Paddy,2302.05,17.5
2023-10-08,Chennai,Paddy,2373.34,67.9
2023-10-09,Chennai,Paddy,2359.7,28.6
2023-10-10,Chennai,Paddy,2358.65,55.0
2023-10-11,Chennai,Paddy,2369.91,51.9
2023-10-12,Chennai,Paddy,2432.61,87.2
2023-10-13,Chennai,Paddy,2433.55,60.9
2023-10-14,Chennai,Paddy,2345.46,67.6
2023-10-15,Chennai,Paddy,2376.75,89.7
2023-10-16,Chennai,Paddy,2301.38,24.8
2023-10-17,Chennai,Paddy,2337.69,94.1
2023-10-18,Chennai,Paddy,2311.67,21.5
2023-10-19,Chennai,Paddy,2392.3,19.0
2023-10-20,Chennai,Paddy,2321.8,15.6
2023-10-21,Chennai,Paddy,2349.05,48.7
2023-10-22,Chennai,Paddy,2397.72,77.4
2023-10-23,Chennai,Paddy,2360.41,19.0
2023-10-24,Chennai,Paddy,2320.34,51.6
2023-10-25,Chennai,Paddy,2327.23,37.2
2023-10-26,Chennai,Paddy,2382.6,22.2
2023-10-27,Chennai,Paddy,2358.89,30.8
2023-10-28,Chennai,Paddy,2426.61,67.2
2023-10-29,Chennai,Paddy,2368.88,30.2
2023-10-30,Chennai,Paddy,2353.94,57.5
2023-10-31,Chennai,Paddy,2365.99,95.8
2023-11-01,Chennai,Paddy,2390.45,21.9
2023-11-02,Chennai,Paddy,2381.03,65.6
2023-11-03,Chennai,Paddy,2308.25,50.1
2023-11-04,Chennai,Paddy,2351.92,39.4
2023-11-05,Chennai,Paddy,2325.03,64.7
2023-11-06,Chennai,Paddy,2377.57,16.9
2023-11-07,Chennai,Paddy,2325.59,23.8
2023-11-08,Chennai,Paddy,2380.37,99.4
2023-11-09,Chennai,Paddy,2225.43,54.5
2023-11-10,Chennai,Paddy,2410.3,93.7
2023-11-11,Chennai,Paddy,2330.54,58.7
2023-11-12,Chennai,Paddy,2340.88,82.5
2023-11-13,Chennai,Paddy,2394.78,35.5
2023-11-14,Chennai,Paddy,2371.43,16.9
2023-11-15,Chennai,Paddy,2356.75,45.6
2023-11-16,Chennai,Paddy,2335.52,82.5
2023-11-17,Chennai,Paddy,2374.66,54.4
2023-11-18,Chennai,Paddy,2334.91,85.2
2023-11-19,Chennai,Paddy,2319.17,48.2
2023-11-20,Chennai,Paddy,2344.32,11.0
2023-11-21,Chennai,Paddy,2382.02,95.0
2023-11-22,Chennai,Paddy,2353.9,90.5
2023-11-23,Chennai,Paddy,2433.83,97.1
2023-11-24,Chennai,Paddy,2361.95,51.7
2023-11-25,Chennai,Paddy,2389.12,19.4
2023-11-26,Chennai,Paddy,2327.52,45.5
2023-11-27,Chennai,Paddy,2432.49,64.9
2023-11-28,Chennai,Paddy,2299.42,65.9
2023-11-29,Chennai,Paddy,2448.82,71.4
2023-11-30,Chennai,Paddy,2373.95,93.8
2023-12-01,Chennai,Paddy,2358.89,41.3
2023-12-02,Chennai,Paddy,2364.52,46.5
2023-12-03,Chennai,Paddy,2453.65,90.6
2023-12-04,Chennai,Paddy,2401.52,59.8
2023-12-05,Chennai,Paddy,2292.32,71.3
2023-12-06,Chennai,Paddy,2421.65,34.5
2023-12-07,Chennai,Paddy,2364.71,86.6
2023-12-08,Chennai,Paddy,2375.63,64.1
2023-12-09,Chennai,Paddy,2394.15,45.0
2023-12-10,Chennai,Paddy,2359.68,52.2
2023-12-11,Chennai,Paddy,2400.51,89.7
2023-12-12,Chennai,Paddy,2398.33,70.1
2023-12-13,Chennai,Paddy,2395.24,90.6
2023-12-14,Chennai,Paddy,2455.43,14.7
2023-12-15,Chennai,Paddy,2343.4,58.9
2023-12-16,Chennai,Paddy,2410.83,24.8
2023-12-17,Chennai,Paddy,2410.47,62.6
2023-12-18,Chennai,Paddy,2332.35,93.4
2023-12-19,Chennai,Paddy,2363.68,96.7
2023-12-20,Chennai,Paddy,2375.31,12.2
2023-12-21,Chennai,Paddy,2347.01,69.4
2023-12-22,Chennai,Paddy,2420.63,32.1
2023-12-23,Chennai,Paddy,2316.43,97.9
2023-12-24,Chennai,Paddy,2362.59,28.0
2023-12-25,Chennai,Paddy,2379.55,98.9
2023-12-26,Chennai,Paddy,2372.54,41.0
2023-12-27,Chennai,Paddy,2332.0,25.0
2023-12-28,Chennai,Paddy,2381.55,15.6
2023-12-29,Chennai,Paddy,2430.21,28.7
2023-12-30,Chennai,Paddy,2430.73,43.1
2023-12-31,Chennai,Paddy,2280.65,26.5
2024-01-01,Chennai,Paddy,2253.47,63.6
2024-01-02,Chennai,Paddy,2042.06,27.2
2024-01-03,Chennai,Paddy,2173.0,61.4
2024-01-04,Chennai,Paddy,2167.57,52.6
2024-01-05,Chennai,Paddy,2058.92,76.2
2024-01-06,Chennai,Paddy,2167.73,92.8
2024-01-07,Chennai,Paddy,2173.06,76.0
2024-01-08,Chennai,Paddy,2200.6,95.2
2024-01-09,Chennai,Paddy,2183.87,65.1
2024-01-10,Chennai,Paddy,2156.84,34.9
2024-01-11,Chennai,Paddy,2116.3,27.0
2024-01-12,Chennai,Paddy,2187.74,56.6
2024-01-13,Chennai,Paddy,2213.55,64.6
2024-01-14,Chennai,Paddy,2013.29,80.5
2024-01-15,Chennai,Paddy,2120.83,99.1
2024-01-16,Chennai,Paddy,2155.23,21.0
2024-01-17,Chennai,Paddy,2152.4,15.1
2024-01-18,Chennai,Paddy,2038.59,23.6
2024-01-19,Chennai,Paddy,2162.39,29.0
2024-01-20,Chennai,Paddy,2181.28,58.7
2024-01-21,Chennai,Paddy,2195.74,62.6
2024-01-22,Chennai,Paddy,2115.63,35.7
2024-01-23,Chennai,Paddy,2137.01,97.5
2024-01-24,Chennai,Paddy,2175.95,61.4
2024-01-25,Chennai,Paddy,2108.38,73.8
2024-01-26,Chennai,Paddy,2145.59,86.5
2024-01-27,Chennai,Paddy,2095.71,60.5
2024-01-28,Chennai,Paddy,2230.59,59.5
2024-01-29,Chennai,Paddy,2169.24,26.9
2024-01-30,Chennai,Paddy,2193.19,75.8
2024-01-31,Chennai,Paddy,2114.48,92.5
2024-02-01,Chennai,Paddy,2089.06,12.7
2024-02-02,Chennai,Paddy,2144.47,28.9
2024-02-03,Chennai,Paddy,2189.24,81.9
2024-02-04,Chennai,Paddy,2164.86,41.0
2024-02-05,Chennai,Paddy,2090.06,18.4
2024-02-06,Chennai,Paddy,2158.54,85.3
2024-02-07,Chennai,Paddy,2175.75,76.0
2024-02-08,Chennai,Paddy,2265.29,26.3
2024-02-09,Chennai,Paddy,2205.92,14.2
2024-02-10,Chennai,Paddy,2153.18,23.3
2024-02-11,Chennai,Paddy,2200.47,69.4
2024-02-12,Chennai,Paddy,2183.27,47.9
2024-02-13,Chennai,Paddy,2178.56,58.0
2024-02-14,Chennai,Paddy,2113.14,31.2
2024-02-15,Chennai,Paddy,2135.19,39.5
2024-02-16,Chennai,Paddy,2104.65,24.5
2024-02-17,Chennai,Paddy,2163.63,36.0
2024-02-18,Chennai,Paddy,2202.38,43.3
2024-02-19,Chennai,Paddy,2101.27,91.3
2024-02-20,Chennai,Paddy,2149.56,11.4
2024-02-21,Chennai,Paddy,2181.15,23.2
2024-02-22,Chennai,Paddy,2200.82,50.3
2024-02-23,Chennai,Paddy,2192.32,21.6
2024-02-24,Chennai,Paddy,2048.29,53.2
2024-02-25,Chennai,Paddy,2204.96,96.7
2024-02-26,Chennai,Paddy,2180.11,48.1
2024-02-27,Chennai,Paddy,2149.1,37.8
2024-02-28,Chennai,Paddy,2264.49,53.2
2024-02-29,Chennai,Paddy,2149.05,78.9
2024-03-01,Chennai,Paddy,2303.48,86.5
2024-03-02,Chennai,Paddy,2307.61,45.4
2024-03-03,Chennai,Paddy,2454.22,26.2
2024-03-04,Chennai,Paddy,2359.14,85.6
2024-03-05,Chennai,Paddy,2318.17,27.2
2024-03-06,Chennai,Paddy,2464.97,51.7
2024-03-07,Chennai,Paddy,2364.35,54.0
2024-03-08,Chennai,Paddy,2508.35,68.0
2024-03-09,Chennai,Paddy,2409.28,96.4
2024-03-10,Chennai,Paddy,2456.63,73.8
2024-03-11,Chennai,Paddy,2400.25,55.1
2024-03-12,Chennai,Paddy,2313.34,41.8
2024-03-13,Chennai,Paddy,2466.96,90.1
2024-03-14,Chennai,Paddy,2406.14,72.2
2024-03-15,Chennai,Paddy,2454.17,77.0
2024-03-16,Chennai,Paddy,2354.5,30.2
2024-03-17,Chennai,Paddy,2386.75,67.2
2024-03-18,Chennai,Paddy,2444.87,51.7
2024-03-19,Chennai,Paddy,2336.83,75.4
2024-03-20,Chennai,Paddy,2390.08,45.4
2024-03-21,Chennai,Paddy,2468.94,35.0
2024-03-22,Chennai,Paddy,2364.97,91.8
2024-03-23,Chennai,Paddy,2332.17,19.0
2024-03-24,Chennai,Paddy,2380.41,63.5
2024-03-25,Chennai,Paddy,2465.37,59.8
2024-03-26,Chennai,Paddy,2356.47,62.9
2024-03-27,Chennai,Paddy,2351.08,48.0
2024-03-28,Chennai,Paddy,2417.14,98.5
2024-03-29,Chennai,Paddy,2401.78,22.4
2024-03-30,Chennai,Paddy,2408.85,27.4
2024-03-31,Chennai,Paddy,2424.12,71.4
2024-04-01,Chennai,Paddy,2419.44,70.3
2024-04-02,Chennai,Paddy,2419.8,22.4
2024-04-03,Chennai,Paddy,2393.27,10.5
2024-04-04,Chennai,Paddy,2481.7,14.4
2024-04-05,Chennai,Paddy,2393.74,32.4
2024-04-06,Chennai,Paddy,2410.1,25.6
2024-04-07,Chennai,Paddy,2446.73,99.7
2024-04-08,Chennai,Paddy,2367.12,60.3
2024-04-09,Chennai,Paddy,2347.59,30.1
2024-04-10,Chennai,Paddy,2348.0,35.0
2024-04-11,Chennai,Paddy,2378.56,36.9
2024-04-12,Chennai,Paddy,2414.24,54.3
2024-04-13,Chennai,Paddy,2359.91,71.6
2024-04-14,Chennai,Paddy,2389.4,82.4
2024-04-15,Chennai,Paddy,2404.72,14.1
2024-04-16,Chennai,Paddy,2431.04,74.7
2024-04-17,Chennai,Paddy,2407.41,48.8
2024-04-18,Chennai,Paddy,2377.69,47.5
2024-04-19,Chennai,Paddy,2413.61,84.9
2024-04-20,Chennai,Paddy,2428.6,92.3
2024-04-21,Chennai,Paddy,2444.04,76.1
2024-04-22,Chennai,Paddy,2465.08,74.8
2024-04-23,Chennai,Paddy,2365.56,98.7
2024-04-24,Chennai,Paddy,2450.64,47.2
2024-04-25,Chennai,Paddy,2365.16,50.5
2024-04-26,Chennai,Paddy,2402.88,45.7
2024-04-27,Chennai,Paddy,2422.4,36.5
2024-04-28,Chennai,Paddy,2370.38,76.8
2024-04-29,Chennai,Paddy,2388.34,24.9
2024-04-30,Chennai,Paddy,2472.04,96.6
2024-05-01,Chennai,Paddy,2441.16,19.4
2024-05-02,Chennai,Paddy,2404.06,76.5
2024-05-03,Chennai,Paddy,2406.63,94.1
2024-05-04,Chennai,Paddy,2527.69,11.6
2024-05-05,Chennai,Paddy,2454.66,43.9
2024-05-06,Chennai,Paddy,2404.07,34.0
2024-05-07,Chennai,Paddy,2416.05,32.7
2024-05-08,Chennai,Paddy,2362.38,68.4
2024-05-09,Chennai,Paddy,2443.44,25.6
2024-05-10,Chennai,Paddy,2464.75,38.2
2024-05-11,Chennai,Paddy,2350.07,93.7
2024-05-12,Chennai,Paddy,2445.08,36.5
2024-05-13,Chennai,Paddy,2387.43,64.7
2024-05-14,Chennai,Paddy,2403.58,45.9
2024-05-15,Chennai,Paddy,2510.62,25.4
2024-05-16,Chennai,Paddy,2360.92,60.0
2024-05-17,Chennai,Paddy,2403.0,47.2
2024-05-18,Chennai,Paddy,2394.89,50.6
2024-05-19,Chennai,Paddy,2399.11,31.4
2024-05-20,Chennai,Paddy,2486.57,46.1
2024-05-21,Chennai,Paddy,2372.12,88.4
2024-05-22,Chennai,Paddy,2458.53,19.5
2024-05-23,Chennai,Paddy,2429.71,67.0
2024-05-24,Chennai,Paddy,2411.72,68.7
2024-05-25,Chennai,Paddy,2384.34,98.8
2024-05-26,Chennai,Paddy,2365.8,74.9
2024-05-27,Chennai,Paddy,2359.25,23.9
2024-05-28,Chennai,Paddy,2358.47,23.6
2024-05-29,Chennai,Paddy,2394.77,15.2
2024-05-30,Chennai,Paddy,2382.58,64.6
2024-05-31,Chennai,Paddy,2431.33,44.2
2024-06-01,Chennai,Paddy,2472.54,18.3
2024-06-02,Chennai,Paddy,2384.78,93.7
2024-06-03,Chennai,Paddy,2464.35,53.9
2024-06-04,Chennai,Paddy,2462.91,88.8
2024-06-05,Chennai,Paddy,2369.57,94.6
2024-06-06,Chennai,Paddy,2452.89,10.2
2024-06-07,Chennai,Paddy,2452.51,23.8
2024-06-08,Chennai,Paddy,2473.0,59.0
2024-06-09,Chennai,Paddy,2403.81,70.4
2024-06-10,Chennai,Paddy,2428.92,36.7
2024-06-11,Chennai,Paddy,2351.82,19.0
2024-06-12,Chennai,Paddy,2495.75,71.8
2024-06-13,Chennai,Paddy,2420.12,96.9
2024-06-14,Chennai,Paddy,2338.93,73.7
2024-06-15,Chennai,Paddy,2372.05,76.5
2024-06-16,Chennai,Paddy,2497.12,83.7
2024-06-17,Chennai,Paddy,2461.41,65.3
2024-06-18,Chennai,Paddy,2410.24,86.8
2024-06-19,Chennai,Paddy,2410.61,44.9
